frame_id,variant,N_orig,N_vox,n_channels,prelude_ms,forward_ms,inverse_ms,total_raht_ms
1,pytorch,256906,169854,35,28.947509010322392,65.51973198656924,62.722928007133305,157.19016900402494
1,cuda,256906,169854,35,11.109868006315082,14.45853800396435,28.25797299738042,53.82637900765985
11,pytorch,256911,175034,35,28.927509003551677,66.98332098312676,63.753984024515375,159.6648140111938
11,cuda,256911,175034,35,11.311029986245558,15.17633200273849,29.84604801167734,56.33341000066139
21,pytorch,256934,177892,35,29.089241987094283,67.60571000631899,64.56463801441714,161.2595900078304
21,cuda,256934,177892,35,11.385943973436952,15.081093006301671,36.708352010464296,63.17538899020292
31,pytorch,256966,180254,35,28.660837007919326,66.635840019444,64.43327199667692,159.72994902404025
31,cuda,256966,180254,35,11.256626021349803,15.283982997061685,33.9524139999412,60.49302301835269
41,pytorch,257007,182201,35,28.67564998450689,68.27069100108929,66.95485301315784,163.90119399875402
41,cuda,257007,182201,35,11.450200981926173,15.421171992784366,35.282007011119276,62.153379985829815
51,pytorch,257043,183764,35,28.74029299709946,67.89550601388328,64.84941000235267,161.4852090133354
51,cuda,257043,183764,35,11.297265999019146,15.55576900136657,34.61586401681416,61.468899017199874
61,pytorch,257068,185355,35,28.584986022906378,67.66540600801818,66.6331340034958,162.88352603442036
61,cuda,257068,185355,35,11.565884982701391,15.611098991939798,34.49582200846635,61.67280598310754
71,pytorch,257105,186664,35,28.66201300639659,69.34007699601352,64.8100090038497,162.8120990062598
71,cuda,257105,186664,35,11.318033997667953,15.64927599974908,31.68513099080883,58.65244098822586
81,pytorch,257125,187707,35,29.064589005429298,69.39805499860086,65.27139799436554,163.7340419983957
81,cuda,257125,187707,35,11.613085982389748,15.764255978865549,38.480579998577014,65.85792195983231
91,pytorch,257178,189151,35,28.548372007207945,69.32019500527531,65.66552902222611,163.53409603470936
91,cuda,257178,189151,35,11.481816007290035,15.89901401894167,31.076139013748616,58.45696903998032
101,pytorch,257290,190481,35,28.782267996575683,68.62037698738277,65.93922898173332,163.34187396569178
101,cuda,257290,190481,35,11.733730003470555,16.029034013627097,30.428422993281856,58.19118701037951
111,pytorch,257403,191616,35,28.82812498137355,70.08975802455097,65.67080001696013,164.58868302288465
111,cuda,257403,191616,35,11.638333991868421,16.041514987591654,30.900893994839862,58.58074297429994
121,pytorch,257475,192772,35,29.070756980217993,69.54137099091895,65.81739100511186,164.4295189762488
121,cuda,257475,192772,35,11.50459802011028,16.174222982954234,38.66998598095961,66.34880698402412
131,pytorch,257554,193480,35,29.795687005389482,70.7938129780814,69.30523199844174,169.89473198191263
131,cuda,257554,193480,35,11.771521996706724,16.21908799279481,35.88710498297587,63.877714972477406
141,pytorch,257667,194651,35,28.861111000878736,73.01470701349899,67.11725000059232,168.99306801497005
141,cuda,257667,194651,35,11.550646013347432,16.274449008051306,30.9379429963883,58.76303801778704
151,pytorch,257766,195409,35,28.717584995320067,70.3132700000424,66.64173997705802,165.67259497242048
151,cuda,257766,195409,35,11.693309992551804,16.587648016866297,36.714690999360755,64.99564900877886
161,pytorch,257817,196297,35,29.032124002696946,70.81811601528898,66.89431902486831,166.74455904285423
161,cuda,257817,196297,35,11.65650601615198,16.436117992270738,31.44349899957888,59.536123008001596
171,pytorch,257925,196887,35,28.72887798002921,70.26887501706369,66.61715501104482,165.61490800813772
171,cuda,257925,196887,35,11.699740018229932,16.442742984509096,36.51550898212008,64.65799198485911
181,pytorch,258080,198061,35,29.50650901766494,70.62632200540975,67.87041999632493,168.0032510193996
181,cuda,258080,198061,35,11.868642002809793,16.504886996699497,31.842457014136016,60.215986013645306
191,pytorch,258184,198569,35,29.04108099755831,70.70879000821151,67.71166002727114,167.46153103304096
191,cuda,258184,198569,35,12.003847979940474,16.545529011636972,34.34478098643012,62.89415797800757
201,pytorch,258303,199354,35,28.87121299863793,70.73585398029536,67.53666800796054,167.14373498689383
201,cuda,258303,199354,35,11.690521001582965,16.60140202147886,38.55168999871239,66.84361302177422
211,pytorch,258441,199953,35,29.21698900172487,70.71591701242141,67.14244099566713,167.0753470098134
211,cuda,258441,199953,35,11.616372998105362,16.625243006274104,39.47493198211305,67.71654798649251
221,pytorch,258578,200579,35,29.21128799789585,71.03777898009866,66.8354100198485,167.084476997843
221,cuda,258578,200579,35,11.962210992351174,16.69660399784334,32.79794901027344,61.456764000467956
231,pytorch,258663,201302,35,29.076913982862607,70.54277998395264,74.6057830110658,174.22547697788104
231,cuda,258663,201302,35,13.16850702278316,16.754559008404613,32.60280401445925,62.525870045647025
241,pytorch,258755,201813,35,28.687517013167962,83.31045799423009,74.12187798763625,186.1198529950343
241,cuda,258755,201813,35,12.665121990721673,16.814526985399425,40.53500198642723,70.01465096254833
251,pytorch,258847,202667,35,30.242756998632103,73.48837802419439,68.08893199195154,171.82006701477803
251,cuda,258847,202667,35,12.08899900666438,16.819103999296203,30.876481003360823,59.78458400932141
261,pytorch,258933,203221,35,29.217297997092828,74.48918200680055,74.74874600302428,178.45522600691766
261,cuda,258933,203221,35,13.227802002802491,16.970213007880375,34.389340988127515,64.58735599881038
271,pytorch,258999,203497,35,29.27064400864765,71.07382599497214,73.5802119888831,173.92468199250288
271,cuda,258999,203497,35,12.398293009027839,16.896449000341818,37.266206985805184,66.56094899517484
281,pytorch,259151,204419,35,29.442295985063538,72.57593399845064,68.86978101101704,170.88801099453121
281,cuda,259151,204419,35,12.844710989156738,17.055078002158552,39.12356699584052,69.02335598715581
291,pytorch,259429,204943,35,28.72136700898409,73.23250800254755,69.06726298620924,171.02113799774088
291,cuda,259429,204943,35,11.791958997491747,17.00697999331169,32.165298005566,60.964236996369436
