frame_id,variant,num_symbols,num_channels,rlgr_encode_ms,rlgr_decode_ms,transfer_to_cpu_ms,transfer_to_gpu_ms,pure_rlgr_encode_ms,pure_rlgr_decode_ms,compressed_size_bytes,correct
201,gpu_64,199354,35,5.983380979159847,6.57925201812759,0.0,0.0,5.983380979159847,6.57925201812759,1713728,True
201,gpu_32,199354,35,6.482339987996966,6.602799985557795,0.0,0.0,6.482339987996966,6.602799985557795,1814111,True
251,cpu,202667,35,125.09764099377207,151.31284299422987,6.9262350152712315,93.9811909920536,118.17140597850084,57.33165200217627,1555103,True
251,gpu_full,202667,35,619.3441060022451,506.9538820243906,0.0,0.0,619.3441060022451,506.9538820243906,1555103,True
251,gpu_8192,202667,35,33.89178600627929,27.927057002671063,0.0,0.0,33.89178600627929,27.927057002671063,1557013,True
251,gpu_4096,202667,35,17.5020580063574,15.801086003193632,0.0,0.0,17.5020580063574,15.801086003193632,1559159,True
251,gpu_2048,202667,35,8.95144499372691,9.232743992470205,0.0,0.0,8.95144499372691,9.232743992470205,1563271,True
251,gpu_1024,202667,35,7.0783089904580265,6.732604990247637,0.0,0.0,7.0783089904580265,6.732604990247637,1569213,True
251,gpu_512,202667,35,6.33183799800463,6.278406013734639,0.0,0.0,6.33183799800463,6.278406013734639,1583675,True
251,gpu_256,202667,35,6.027087016263977,6.633068987866864,0.0,0.0,6.027087016263977,6.633068987866864,1602252,True
251,gpu_128,202667,35,5.9757039998658,6.470471009379253,0.0,0.0,5.9757039998658,6.470471009379253,1650484,True
251,gpu_64,202667,35,6.088869005907327,6.39662699541077,0.0,0.0,6.088869005907327,6.39662699541077,1748428,True
251,gpu_32,202667,35,6.5516419999767095,6.344092020299286,0.0,0.0,6.5516419999767095,6.344092020299286,1851156,True
